"orgB_id","orgA_id","orgB_label","orgA_label","result_of_function"
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","c254ff70dd51e6a0b3c117a631a30a23ba2f7a56a81872909c3b35f2b2827dd8","0","13",0.080113253786204
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","091dd46487eb1852205ccb85e692aee074fcb9b6cdcb393ef48b419c15474b84","0","10",0.653643923326331
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb","0","15",0.453739527188997
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","cac7b79b7eca7236f513ac494ee2190c32aa9e69c323a27d7c9474cf730a356a","0","12",0.0783347108078439
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c","0","4",0.152478943912513
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","77824301fdc0ecc7a7920d327612e967768c585a9a687a5f830ab2c572ef375e","0","2",0.461043345527264
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776","0","9",0.120830004767274
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","48b8e55428ffcd743a5ed414af8fc20035b84f9180cce21e6fd9a4f8c86ff6bd","0","3",0.186213899028677
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","5a5acda11072c0d5b9abc18dd476c56bac52e0ef712bcaf0b14263456f5463fc","0","0",-0.0231147207172628
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc","0","1",0.307378662097452
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","aad0f6701a88482eb26d5aa8b06e9d33eb1e3a7bcc4b96da58cd6fa28cc69126","0","16",0.425395131684652
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","f693b06b5f6ea9867c3f271f46ad951585cc4b61e78b0608a7e842ee176335be","0","17",0.75770723131693
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","0e905501ddd06938daa337f1fef611c5d20f9c4961a38a9f65e4c48566c621eb","0","14",0.461611554386167
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","b88a62af2a90360538840b46d759e122d306bb051b9d8740ab02c266459a96dc","0","5",-0.156355314847353
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","8bf53858625f7b97637fedab91a8bdfa65770596ebcda95665e7f4bf3739350e","0","0",0.460280372601952
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","5f8544bbff1ca93fa34833619f07db0bd9325ddd38a0997c6d395d5ba6cac4df","0","7",0.882205166598615
"01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4","2af1863322e5ff7bca144acc446f41a60f9f4b0806773298d4789d9d0f8f5bff","0","11",0.846551973989478
"akipress","c254ff70dd51e6a0b3c117a631a30a23ba2f7a56a81872909c3b35f2b2827dd8","-1","13",1.03371422541802
"akipress","091dd46487eb1852205ccb85e692aee074fcb9b6cdcb393ef48b419c15474b84","-1","10",0.934529449881028
"akipress","ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb","-1","15",0.641055428456536
"akipress","cac7b79b7eca7236f513ac494ee2190c32aa9e69c323a27d7c9474cf730a356a","-1","12",0.87329356526504
"akipress","eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c","-1","4",0.947610638172123
"akipress","77824301fdc0ecc7a7920d327612e967768c585a9a687a5f830ab2c572ef375e","-1","2",0.784325249780176
