,orgA_id,orgB_id,ks,pval,orgA_label,orgB_label,correct
1687,b88a62af2a90360538840b46d759e122d306bb051b9d8740ab02c266459a96dc,70c8c2de0f0cedfcaa2fa93c185cb87ad7ae78dd7d672cb2c4dbd9519d93d18a,0.6336728987018198,8.309255705532922e-158,5,16,False
1282,aad0f6701a88482eb26d5aa8b06e9d33eb1e3a7bcc4b96da58cd6fa28cc69126,5389646ea08918451bdc1763a116fe00b1f1f19e32ea1840595e4f31f0bc57ad,0.635601464301257,9.570284621006486e-206,16,1,False
377,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,71aff448026f6a34a4105962a875ee37df5ced8fb606fffcf360f67cf6801d04,0.6362573099415205,1.387707873541671e-51,15,2,False
597,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,6dd8f7bf1b910097e55682df69a4c9432193c8386b216b9297ab7ced0f13da8e,0.6379310344827587,2.9531125914062608e-52,4,11,False
1752,b88a62af2a90360538840b46d759e122d306bb051b9d8740ab02c266459a96dc,993c595c9faa6118dc047a55fe80cc8b0c676913c325e471b6f04fd7e641163e,0.644608185057894,6.919004636852756e-56,5,8,False
265,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,d688c15b16c89a5f89783fbb4f8cd95d4e46be67e46a17af6ac55f14eca3198a,0.6450313162696651,1.1166420267898068e-91,15,4,False
2051,2af1863322e5ff7bca144acc446f41a60f9f4b0806773298d4789d9d0f8f5bff,cd01533ae6ad0a6ac3a6c7d66aaa89b2776a0541be24352e1e421c3bfcf6b467,0.645569708069708,1.799309244273757e-43,11,12,False
127,c254ff70dd51e6a0b3c117a631a30a23ba2f7a56a81872909c3b35f2b2827dd8,c677237cedd54f37e261f59f3c6a55608f227b6134882145de684c90dd880b1d,0.6487223316095809,4.6639691516296025e-36,13,17,False
280,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,2f27773944b2d3582c3a081081423a4c91c7f63741845274ecc2e87012ecd99d,0.6494359957985112,1.0243472774687408e-81,15,2,False
368,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,b88a62af2a90360538840b46d759e122d306bb051b9d8740ab02c266459a96dc,0.6513819647393655,2.576638089806295e-97,15,5,False
130,091dd46487eb1852205ccb85e692aee074fcb9b6cdcb393ef48b419c15474b84,5389646ea08918451bdc1763a116fe00b1f1f19e32ea1840595e4f31f0bc57ad,0.655119385900432,4.212845363145454e-79,10,1,False
1432,f693b06b5f6ea9867c3f271f46ad951585cc4b61e78b0608a7e842ee176335be,2f27773944b2d3582c3a081081423a4c91c7f63741845274ecc2e87012ecd99d,0.6554400798543831,4.532828609641745e-39,17,2,False
1880,8bf53858625f7b97637fedab91a8bdfa65770596ebcda95665e7f4bf3739350e,993c595c9faa6118dc047a55fe80cc8b0c676913c325e471b6f04fd7e641163e,0.6571068124474349,1.2841190319728496e-44,0,8,False
340,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,biobio,0.6593368521551987,3.800185633496468e-113,15,-1,False
1294,aad0f6701a88482eb26d5aa8b06e9d33eb1e3a7bcc4b96da58cd6fa28cc69126,d4006e3345fdac5b03d3ac4737ffcf9f42e822bedab4168b91836148bba3aef0,0.6593865229547389,2.377769385456093e-15,16,8,False
306,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,FinancialXpress,0.659427830152685,2.0097640798548638e-109,15,-1,False
286,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,anadoluagency,0.6594317060881537,2.7400722167211943e-109,15,-1,False
256,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,guardian,0.6594330379810203,3.0418366684796787e-109,15,-1,False
275,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,lajornadaonline,0.6594725267415805,6.8551769870740945e-112,15,-1,False
350,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,RoyaTV,0.6594730867717326,7.107074157065315e-108,15,-1,False
338,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,PTTVOnlineNews,0.6594959014313853,1.7802086218975175e-111,15,-1,False
335,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,ATBDigital,0.6595025682616924,6.922933531386839e-107,15,-1,False
319,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,manoramanews,0.6595032278144233,7.155819200311561e-107,15,-1,False
381,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,UltimaHoracom,0.6595065799517572,9.438814004704321e-107,15,-1,False
282,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,TheQuint,0.659520204460767,2.5730700439009768e-106,15,-1,False
321,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,FabrizioRomano,0.6595354175900355,7.961590773588105e-106,15,-1,False
327,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,YinonMagal,0.659541479390962,1.272987833548021e-105,15,-1,False
290,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,IrnaEnglish,0.659560363307436,4.982097924338975e-105,15,-1,False
273,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,TRTArabi,0.6595707857390101,3.19418014702874e-110,15,-1,False
311,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,bbcpersian,0.6595914851728806,5.0396009865379404e-104,15,-1,False
345,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,nexta_tv,0.6595927160951244,4.635506833398205e-104,15,-1,False
297,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,tengrinewskz,0.6595961984328716,8.378011258951861e-110,15,-1,False
288,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,ndtv,0.6596047766260532,1.1634631607915932e-109,15,-1,False
337,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,afpfr,0.6596068838247285,1.4165268479942586e-103,15,-1,False
365,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,Republic_Bharat,0.6596106422667375,2.9604167555688485e-113,15,-1,False
272,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,correodelsurcom,0.6596123388983334,2.0691007454517767e-103,15,-1,False
299,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,UKRINFORM,0.6596161080102887,7.873816981630628e-113,15,-1,False
257,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,VOAfarsi,0.6596447329861815,5.10455385335593e-109,15,-1,False
336,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,SCMPNews,0.6596594371160845,5.390598619679305e-102,15,-1,False
268,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,v_alalamnews,0.6596594371160845,5.390598619679305e-102,15,-1,False
287,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,clashreport,0.6596839879048468,2.848011335050154e-101,15,-1,False
261,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,trtworld,0.6597139134827577,6.646395812201111e-108,15,-1,False
376,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,kairalinews,0.6597273548493061,1.100907957872747e-107,15,-1,False
316,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,the_hindu,0.6597465818102869,9.778702276676761e-114,15,-1,False
356,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,LANACION,0.6597593908728417,3.3289765483181015e-107,15,-1,False
323,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,yonhapcn,0.6598186128950579,1.6129719947547186e-97,15,-1,False
295,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,globalnews,0.6598328730259897,4.006730983476113e-97,15,-1,False
346,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,ME_Observer_,0.659837063602754,3.3504466429101136e-109,15,-1,False
355,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,agerpres,0.6598476138950881,4.27999992688194e-109,15,-1,False
342,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,_IPNoticias,0.6598478792723397,9.683174554333119e-97,15,-1,False
308,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,MeghUpdates,0.6598556807304322,1.5898755368939323e-96,15,-1,False
375,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,manniefabian,0.6598596595261038,2.0062217201792192e-96,15,-1,False
296,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,nytimes,0.6598803772716816,9.41908474119144e-109,15,-1,False
304,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,PDChina,0.6598846935886546,8.757720957350995e-96,15,-1,False
343,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,AJEnglish,0.6598884629910883,1.1436399975641009e-108,15,-1,False
360,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,telesurenglish,0.6598890703159422,1.1423470503657411e-95,15,-1,False
359,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,espectadorccs,0.6599101671044117,6.4797889814081396e-105,15,-1,False
369,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,A3Noticias,0.6599115422497259,3.030921983943706e-110,15,-1,False
366,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,MothershipSG,0.6599415943616095,2.4216177754496407e-94,15,-1,False
331,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,sportsru,0.6599574749303221,5.937269903792291e-94,15,-1,False
351,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,Gazzetta_it,0.6599684791174153,1.1613023836569533e-93,15,-1,False
382,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,CGTNOfficial,0.6599792289447461,6.471997418528691e-104,15,-1,False
317,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,elcomerciocom,0.6600030397157866,1.6986475977215417e-107,15,-1,False
307,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,akipress,0.660009884780527,1.1144353270903596e-92,15,-1,False
318,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,gulf_news,0.6600475169379763,4.796594653281673e-107,15,-1,False
310,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,Sota_Vision,0.6600635488034952,2.0931921332503846e-91,15,-1,False
264,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,OANN,0.6600781855558926,4.554296621702395e-91,15,-1,False
325,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,WAMNEWS_ENG,0.6601172192211278,3.444246620103705e-90,15,-1,False
347,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,SkyNews,0.6601455101739678,1.816570047960013e-113,15,-1,False
380,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,News18Urdu,0.6602493582691602,2.635225893071511e-87,15,-1,False
309,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,agenciabrasil,0.6602716327125776,7.423802955336128e-87,15,-1,False
373,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,staronline,0.6602742879790642,1.6148776816155638e-113,15,-1,False
277,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,cubadebatecu,0.6603193299306374,7.1372278314884e-86,15,-1,False
363,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,GeneralMCNews,0.6603319648611663,1.277174159831525e-85,15,-1,False
348,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,scroll_in,0.6603596910742753,2.5141080241352286e-111,15,-1,False
291,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,Tasnimnews_EN,0.6603856672692717,1.2985411666785062e-84,15,-1,False
364,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,anatoliisharii,0.6603999436699056,2.7081363834324935e-84,15,-1,False
371,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,PressTV,0.6604014412206614,1.1918401951539241e-103,15,-1,False
332,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,YosephHaddad,0.6604145866020064,5.289615411329453e-84,15,-1,False
352,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,El_Universal_Mx,0.6604310278122614,1.3992804400866177e-113,15,-1,False
378,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,kazinform_eng,0.660477121234902,8.204141161752156e-83,15,-1,False
361,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,MoscowTimes,0.660477121234902,8.204141161752156e-83,15,-1,False
367,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,danielamram3,0.6604938271604939,1.7241773717541447e-82,15,-1,False
353,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,business,0.6605175340583901,1.7982037200278654e-114,15,-1,False
300,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,TheAstanaTimes,0.660528652771248,7.403168879176001e-82,15,-1,False
354,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,YotYotam,0.6605655001881418,3.408311748370402e-81,15,-1,False
285,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,ESPNFC,0.6605847379043255,6.708331606852047e-81,15,-1,False
370,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,CBCNews,0.6606045507390799,1.5363852876455403e-80,15,-1,False
357,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,ChannelNewsInd1,0.6606677099634846,2.0654439298646986e-79,15,-1,False
289,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,ZelenskyyUa,0.6608572407563156,8.585621917292005e-93,15,-1,False
374,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,clarincom,0.660879000535485,1.5279967528477994e-112,15,-1,False
313,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,kyodo_english,0.6609561580304705,8.571890539615162e-99,15,-1,False
269,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,crypto,0.6609933633055021,2.74347150182556e-74,15,-1,False
283,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,cnnbrk,0.6612200435729847,4.504796386557345e-71,15,-1,False
372,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,TurkinformMedya,0.6612200435729847,4.504796386557345e-71,15,-1,False
314,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,grupoeldeber,0.6613311030511806,2.2218922647730253e-111,15,-1,False
322,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,globeandmail,0.6613830933979266,1.3115822733934262e-112,15,-1,False
469,cac7b79b7eca7236f513ac494ee2190c32aa9e69c323a27d7c9474cf730a356a,6dd8f7bf1b910097e55682df69a4c9432193c8386b216b9297ab7ced0f13da8e,0.6614915610110635,2.417143077586694e-57,12,11,False
276,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,minuto30com,0.6615090653104617,1.900446876262431e-94,15,-1,False
284,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,MehrnewsCom,0.6615728839379225,1.1001925468555882e-66,15,-1,False
312,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,Javanmardi75,0.6615728839379225,1.1001925468555882e-66,15,-1,False
349,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,tassagency_en,0.6616339294439558,5.522861916556428e-66,15,-1,False
302,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,MiddleEastEye,0.6617014352509895,3.53287129888641e-112,15,-1,False
329,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,euroradio,0.6619530470547513,5.193194291922128e-100,15,-1,False
326,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,eldiario,0.6623168316081702,2.529753083247696e-113,15,-1,False
292,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,WatcherGuru,0.6623734461104703,1.3444247907831338e-58,15,-1,False
278,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,aya_velazquez,0.6627341627341627,1.5481802272521357e-55,15,-1,False
262,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,beholdisrael,0.6627341627341627,1.5481802272521357e-55,15,-1,False
298,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,e7430e901370dfe1261df560c6a25570a228eeeb7df0670082aab87fabe61ffe,0.662962962962963,9.27530322790422e-65,15,13,False
320,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,pagina12,0.663044548536383,8.615517399567474e-113,15,-1,False
315,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,RTErdogan,0.6631893902636261,3.23267470220113e-52,15,-1,False
379,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,ZelenskaUA,0.6633688483003551,5.150768948834603e-51,15,-1,False
294,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,dpa,0.6633688483003551,5.150768948834603e-51,15,-1,False
266,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,CanalRed_TV,0.6633986928104575,1.3746313305812575e-71,15,-1,False
305,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,NHKWORLD_News,0.663565479354953,9.459915396433301e-50,15,-1,False
339,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,KyivIndependent,0.6641513062666383,1.5854953981390258e-108,15,-1,False
333,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,Vahid,0.6665951665951666,3.0284332454245934e-56,15,-1,False
1411,f693b06b5f6ea9867c3f271f46ad951585cc4b61e78b0608a7e842ee176335be,cd01533ae6ad0a6ac3a6c7d66aaa89b2776a0541be24352e1e421c3bfcf6b467,0.6675865800865801,1.5566158242055754e-42,17,12,False
267,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,0.6690334827739408,4.280872563928576e-90,15,9,False
328,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,alaraby_ar,0.6719827082603108,1.1689358637900471e-116,15,-1,False
334,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,4ecb1ea9aa3b6eb813673cd055790d05a3688c17a239c0ef18a7cfd11dc86dca,0.674074074074074,2.0135162401424478e-12,15,15,True
281,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,d522ddf059f2043d688dba4397f3a7739325ae3cba2af82796272dafb5e37c0a,0.6741968487824841,1.9512215319603337e-47,15,13,False
293,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,e4fe0f55e17a57d457cebb3d4cb507fffa9cea5acf0e93347e897a7bdb115224,0.6752234993614304,5.407986510851135e-78,15,16,False
1109,5a5acda11072c0d5b9abc18dd476c56bac52e0ef712bcaf0b14263456f5463fc,6dd8f7bf1b910097e55682df69a4c9432193c8386b216b9297ab7ced0f13da8e,0.6765188834154351,1.228543690889803e-60,0,11,False
2059,2af1863322e5ff7bca144acc446f41a60f9f4b0806773298d4789d9d0f8f5bff,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,0.6767142950349058,8.507515041646092e-47,11,9,False
263,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,4266703c597aba236d63a369c11638b36c134cced513ffd2c60930a6e9e66bef,0.6771496879811978,2.2754989574201156e-105,15,0,False
301,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,NOELreports,0.6771680948609011,2.471850400953578e-115,15,-1,False
330,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,fef3b4e0bc9e8a76779b5e341d6e11ba916c24e149fee3e049e92907a88e7ad9,0.6792718855218856,1.565023613489619e-105,15,0,False
1935,5f8544bbff1ca93fa34833619f07db0bd9325ddd38a0997c6d395d5ba6cac4df,87dd7911a92aec2f4295ae0b154e76fda1f747144724f0e0f21200038c43d405,0.6796500920810313,1.1991493988124004e-13,7,3,False
324,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4,0.6822279327785936,4.552198014324366e-107,15,0,False
1943,5f8544bbff1ca93fa34833619f07db0bd9325ddd38a0997c6d395d5ba6cac4df,70c8c2de0f0cedfcaa2fa93c185cb87ad7ae78dd7d672cb2c4dbd9519d93d18a,0.6855371900826446,1.2682457179579808e-13,7,16,False
279,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,70c8c2de0f0cedfcaa2fa93c185cb87ad7ae78dd7d672cb2c4dbd9519d93d18a,0.6862411998775635,1.0149440343636928e-78,15,16,False
1957,5f8544bbff1ca93fa34833619f07db0bd9325ddd38a0997c6d395d5ba6cac4df,e4fe0f55e17a57d457cebb3d4cb507fffa9cea5acf0e93347e897a7bdb115224,0.6865900383141762,1.0191655200298577e-13,7,16,False
274,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,UzDailycom,0.6869462330086401,2.4223603330676208e-110,15,-1,False
2057,2af1863322e5ff7bca144acc446f41a60f9f4b0806773298d4789d9d0f8f5bff,d688c15b16c89a5f89783fbb4f8cd95d4e46be67e46a17af6ac55f14eca3198a,0.6941058645452787,3.852511412817548e-52,11,4,False
1663,0e905501ddd06938daa337f1fef611c5d20f9c4961a38a9f65e4c48566c621eb,c677237cedd54f37e261f59f3c6a55608f227b6134882145de684c90dd880b1d,0.6942534847506552,2.2046648198700447e-46,14,17,False
1419,f693b06b5f6ea9867c3f271f46ad951585cc4b61e78b0608a7e842ee176335be,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,0.7006179571065068,4.085210420396818e-46,17,9,False
1237,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,6dd8f7bf1b910097e55682df69a4c9432193c8386b216b9297ab7ced0f13da8e,0.7045468122531612,2.3151238071129866e-67,1,11,False
344,ac2cdc3e099d9657985d935346ae5d7db86f3ad01ba27951e2c619ce7fc764fb,993c595c9faa6118dc047a55fe80cc8b0c676913c325e471b6f04fd7e641163e,0.7056194125159643,6.910925024059032e-46,15,8,False
1417,f693b06b5f6ea9867c3f271f46ad951585cc4b61e78b0608a7e842ee176335be,d688c15b16c89a5f89783fbb4f8cd95d4e46be67e46a17af6ac55f14eca3198a,0.7123771479297445,3.3874075303024165e-50,17,4,False
981,48b8e55428ffcd743a5ed414af8fc20035b84f9180cce21e6fd9a4f8c86ff6bd,6dd8f7bf1b910097e55682df69a4c9432193c8386b216b9297ab7ced0f13da8e,0.7134976328778162,2.541871184063795e-69,3,11,False
1520,f693b06b5f6ea9867c3f271f46ad951585cc4b61e78b0608a7e842ee176335be,b88a62af2a90360538840b46d759e122d306bb051b9d8740ab02c266459a96dc,0.7221591885851814,9.853866457048018e-53,17,5,False
654,77824301fdc0ecc7a7920d327612e967768c585a9a687a5f830ab2c572ef375e,d4006e3345fdac5b03d3ac4737ffcf9f42e822bedab4168b91836148bba3aef0,0.7230837394771821,4.67558237477722e-19,2,8,False
1806,8bf53858625f7b97637fedab91a8bdfa65770596ebcda95665e7f4bf3739350e,d4006e3345fdac5b03d3ac4737ffcf9f42e822bedab4168b91836148bba3aef0,0.7264337508239948,1.8507969050219564e-18,0,8,False
2122,2af1863322e5ff7bca144acc446f41a60f9f4b0806773298d4789d9d0f8f5bff,fef3b4e0bc9e8a76779b5e341d6e11ba916c24e149fee3e049e92907a88e7ad9,0.7284430846930847,3.919285984389088e-59,11,0,False
1482,f693b06b5f6ea9867c3f271f46ad951585cc4b61e78b0608a7e842ee176335be,fef3b4e0bc9e8a76779b5e341d6e11ba916c24e149fee3e049e92907a88e7ad9,0.7309523809523809,5.932385887531418e-54,17,0,False
2055,2af1863322e5ff7bca144acc446f41a60f9f4b0806773298d4789d9d0f8f5bff,4266703c597aba236d63a369c11638b36c134cced513ffd2c60930a6e9e66bef,0.7310030110905384,8.780971560730028e-60,11,0,False
2116,2af1863322e5ff7bca144acc446f41a60f9f4b0806773298d4789d9d0f8f5bff,01c18f7319e372ba2c7d0d7fd13768f9fcf96fbd3d618fd26dba91e4f2bdbdb4,0.7310186754019353,9.267396962465387e-60,11,0,False
2160,2af1863322e5ff7bca144acc446f41a60f9f4b0806773298d4789d9d0f8f5bff,b88a62af2a90360538840b46d759e122d306bb051b9d8740ab02c266459a96dc,0.7319615803370316,3.3473872726993143e-60,11,5,False
1415,f693b06b5f6ea9867c3f271f46ad951585cc4b61e78b0608a7e842ee176335be,4266703c597aba236d63a369c11638b36c134cced513ffd2c60930a6e9e66bef,0.7322652912368448,2.5499513238017477e-54,17,0,False
1407,aad0f6701a88482eb26d5aa8b06e9d33eb1e3a7bcc4b96da58cd6fa28cc69126,c677237cedd54f37e261f59f3c6a55608f227b6134882145de684c90dd880b1d,0.7336774090830691,2.6723995369339905e-52,16,17,False
